file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
DH_1_MFA,DH,MFA,leave_one_out,4,"1,2,3,5,6",DH_1_MFA__hybrid_optuna_100,3,True,48093622370.45722,7,5.501687205704799,0.3257286316795658,ok,True
DH_1_MFA,DH,MFA,leave_one_out,5,"1,2,3,4,6",DH_1_MFA__hybrid_optuna_100,3,True,48261626030.57579,7,7.383825353041095,0.3699170133044112,ok,True
DH_1_MFA,DH,MFA,leave_one_out,6,"1,2,3,4,5",DH_1_MFA__hybrid_optuna_100,3,True,47202594224.64397,7,9.558676862490376,0.3071764000118933,ok,True
DH_2_MFA,DH,MFA,leave_one_out,1,"2,3,4,5,6",DH_2_MFA__hybrid_optuna_089,3,True,13455.36650325645,13,3.2140978508045084,0.4285714285714285,ok,True
DH_2_MFA,DH,MFA,leave_one_out,2,"1,3,4,5,6",DH_2_MFA__hybrid_optuna_089,3,True,13706.607762002946,13,4.693480668569363,0.3944780327170824,ok,True
DH_2_MFA,DH,MFA,leave_one_out,3,"1,2,4,5,6",DH_2_MFA__hybrid_optuna_089,3,True,13133.004096331562,13,5.548934567087274,0.4035720505932832,ok,True
DH_2_MFA,DH,MFA,leave_one_out,4,"1,2,3,5,6",DH_2_MFA__hybrid_optuna_089,3,True,12732.832051085232,13,7.388787988376102,0.3947859397885869,ok,True
DH_2_MFA,DH,MFA,leave_one_out,5,"1,2,3,4,6",DH_2_MFA__hybrid_optuna_089,3,True,13548.443456043477,13,8.399046398855251,0.4250712191088147,ok,True
DH_2_MFA,DH,MFA,leave_one_out,6,"1,2,3,4,5",DH_2_MFA__hybrid_optuna_089,3,True,12089.714704517835,13,9.844801281872602,0.3743161584067826,ok,True
DH_3_MFA,DH,MFA,leave_one_out,1,"2,3,4,5,6",DH_3_MFA__hybrid_optuna_099,3,True,13595.491169744944,14,2.20671373413174,0.4285714285714285,ok,True
DH_3_MFA,DH,MFA,leave_one_out,2,"1,3,4,5,6",DH_3_MFA__hybrid_optuna_099,3,True,13881.593582172807,14,3.586828909379767,0.3928331469373592,ok,True
DH_3_MFA,DH,MFA,leave_one_out,3,"1,2,4,5,6",DH_3_MFA__hybrid_optuna_099,3,True,13261.827186066996,14,4.7634223751582905,0.3991015014128948,ok,True
DH_3_MFA,DH,MFA,leave_one_out,4,"1,2,3,5,6",DH_3_MFA__hybrid_optuna_099,3,True,12861.852194157953,9,5.838211950330619,0.3895162173100991,ok,True
DH_3_MFA,DH,MFA,leave_one_out,5,"1,2,3,4,6",DH_3_MFA__hybrid_optuna_099,3,True,13772.999402076024,14,6.81907181291308,0.4213770226790895,ok,True
