source_scope,db_name,condition,current_na,trial_number,candidate_id,Ko_baseline_mM,Ko_peak_mM,Ko_final_mM,Ko_recovery_error_mM,Ko_rise_rate_mM_per_s,Ko_decay_rate_abs_mM_per_s,Ko_rise_over_decay_rate,Ko_efficiency_score,Ko_rise_speed_class,Ko_decay_speed_class,Ko_efficiency_quadrant,Ko_efficiency_status,Ko_rise_fast_slow_cutoff,Ko_decay_fast_slow_cutoff,Ko_efficiency_threshold_source,Ko_efficiency_threshold_interpretation
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2424,CONTROL_50nA.db::trial_2424,5.185552089136683,7.40576612659806,5.321098109839863,0.13554602070317934,1.2360891930254625,1.8314760982072165,0.6749141821918602,0.6749141821918602,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2069,CONTROL_50nA.db::trial_2069,5.180801841967883,7.383609793264541,5.267445796004601,0.08664395403671854,0.9565345608578228,1.2253408514361537,0.780627332987978,0.780627332987978,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2452,CONTROL_50nA.db::trial_2452,5.289734334408472,7.5917810197224185,5.34431321823111,0.054578883822638424,1.5827564219292936,1.915591089458407,0.8262496263629961,0.8262496263629961,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2441,CONTROL_50nA.db::trial_2441,5.357387455874228,7.594891156445131,5.381963535945394,0.024576080071165407,1.6356845449193347,1.8676477007687666,0.8757992978258423,0.8757992978258423,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2486,CONTROL_50nA.db::trial_2486,5.274794521428537,7.611932114103315,5.317655652573085,0.042861131144547926,1.7326209227984528,1.999855097327332,0.8663732312975979,0.8663732312975979,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2099,CONTROL_50nA.db::trial_2099,4.838387930001318,7.221328937804348,5.16463007975191,0.32624214975059207,0.5405054372871625,1.2367204518362303,0.4370473832503076,0.4370473832503076,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,1923,CONTROL_50nA.db::trial_1923,3.927639822615932,5.419092997119094,3.499622404806331,-0.4280174178096008,2.8215319063877877,0.062061383039566,45.463567974129354,45.463567974129354,fast_rise,slow_decay,fast_rise_slow_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2478,CONTROL_50nA.db::trial_2478,5.3215725624359145,7.492055863969977,5.37738256916259,0.055810006726675354,1.3294790073186868,1.6103691101560382,0.8255740866700217,0.8255740866700217,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2390,CONTROL_50nA.db::trial_2390,5.402897465568195,7.586293231676575,5.389953456210257,-0.012944009357937603,1.270646631889454,1.3988716188373393,0.9083368443385402,0.9083368443385402,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2286,CONTROL_50nA.db::trial_2286,5.303486727489929,7.487950765294529,5.338055919397531,0.034569191907602104,1.1327686617645008,1.3599913283470866,0.8329234445496436,0.8329234445496436,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
