file_id,region,condition,candidate_id,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,gki,eps,gl_a,zth,zs,P_gap_eff_plausible,gamma_t_eff_plausible,gamma_s_eff_plausible,volume_ratio_wa_wo_plausible,gki_plausible,eps_plausible,gl_a_plausible,zth_plausible,zs_plausible
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_016,1.3547765796101964e-08,9.857623076478035e-07,4.584852396634044e-08,0.967343238148094,12.480661520782927,0.0013199660582539,0.1477871751027827,77.29929815423682,0.4243350853854199,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_010,2.4720043619240277e-08,6.112812890076954e-07,1.2728867969331756e-07,0.4450246977302285,8.343032536297672,0.0007508120641854,0.043129386517222,54.70478803754218,1.9774669726873075,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_007,2.3480660345163204e-08,6.012047111649247e-07,5.057501569690611e-07,0.4087675888526475,7.937648277670775,0.0007437863832171,0.0200047585776215,41.916634274028524,0.9472876627153148,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_041,2.2524805972352705e-08,5.2139844383305066e-08,1.090607904759281e-05,0.1090155067392576,21.45850023592331,0.0026836794647941,1.5979419583656431,121.19266858131886,0.0090999180197882,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_003,1.2738408489259322e-08,9.72916831462537e-07,1.3721135202383233e-07,0.5996326141885975,15.448208724444614,0.0008860739674452,0.0379789850306809,85.04129355083728,0.302023227079936,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_post_003,1.2738408489259322e-08,9.72916831462537e-07,1.3721135202383233e-07,0.5996326141885975,15.448208724444614,0.0008860739674452,0.0379789850306809,85.04129355083728,0.302023227079936,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_012,2.828984196964742e-08,2.645363518679725e-07,1.3063269607669646e-07,0.6309870996982979,7.834053961286091,0.0008490383394677,0.0531349514037747,66.37873190798655,1.4746304257324714,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_027,3.3144819306446e-08,4.851798002350328e-07,2.0378348481760213e-08,0.0793820752512878,271.3527823529471,0.0038307282405648,0.0990207536876009,129.5068646470624,0.0010329083726332,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_081,2.0467627704216105e-06,2.7331675762093094e-08,1.7993888309764397e-06,0.0623530205840609,489.2514270727386,0.0007934153731555,0.6824151975382649,107.37804903862263,0.0397554781693299,True,True,True,True,False,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_082,3.0655651305527085e-08,2.543754133300341e-07,1.7386542926818378e-07,0.6867371032361879,7.1836096581117,0.0008576975777149,0.0100044320085206,66.47489235620009,1.4270128883305508,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_post_001,1.2991932898024256e-08,5.845528684841672e-07,1.5397117078331443e-08,0.5143102887676577,18.04362777023065,0.0008980404167726,0.0174355796008178,67.3213017998163,0.2756100776630495,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_001,1.29968764373758e-08,5.842098162836696e-07,1.355963845688052e-07,0.5143162003263726,18.044420899065543,0.000898160411854,0.0174378364297949,67.3213017998163,0.2756100776630495,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_004,1.095482095778864e-08,2.675678816160613e-07,1.391443136371465e-07,0.5107425049477511,6.8891426678395735,0.0008867694059702,0.0147684043407639,47.8662002062428,1.1321855516020372,True,True,True,True,True,True,True,False,True
