selection_strategy,file_id,region,condition,n_selected,cell_reviewer_facing,min_pairwise_effective_log_distance,effective_clusters_t0_5,selected_mean_trace_rmse_mV,selected_mean_weighted_pass_fraction,best_candidate_retained
effective_maximin_best_seed,VH_5_MFA_BA,VH,MFA_BA,3,True,5.347644481576171,3,3.7447607158866028,0.5051347575153988,False
effective_maximin_best_seed,VH_6_MFA,VH,MFA,3,True,1.5424385566485457,3,3.950658075746654,0.3290038821385284,True
effective_maximin_best_seed,VH_6_MFA_BA,VH,MFA_BA,3,True,4.359650360396863,3,4.025873101823286,0.502454942594905,False
effective_maximin_best_seed,VH_7_OG_MFA,VH,MFA,3,True,0.47232509362756336,2,5.214959525917222,0.3462498977501293,True
effective_maximin_best_seed,VH_7_OG_MFA_BA,VH,MFA_BA,3,True,5.904182692911683,3,3.8575836615311263,0.49662741619507594,True
quality_filtered_effective_maximin,1_DH_1_CONTROL,DH,CONTROL,2,True,5.229713110370127,2,11.245689353024174,0.33188536938157687,True
quality_filtered_effective_maximin,1_DH_2_CONTROL,DH,CONTROL,3,True,2.122473025223047,3,8.725589545513591,0.3210202496140478,True
quality_filtered_effective_maximin,1_VH_1_CONTROL,VH,CONTROL,3,False,0.17532444306561368,2,9.428620092163174,0.3070955185977621,True
quality_filtered_effective_maximin,1_VH_2_CONTROL,VH,CONTROL,3,False,0.625814547255836,3,6.913712285642068,0.3467034362366806,False
quality_filtered_effective_maximin,2_DH_1_CONTROL,DH,CONTROL,2,True,3.9144392928359464,2,8.331700656048838,0.33034695057422414,True
quality_filtered_effective_maximin,3_DH_1_CONTROL,DH,CONTROL,1,True,,1,15.033451490435638,0.3592629849136366,True
quality_filtered_effective_maximin,3_DH_2_CONTROL,DH,CONTROL,2,True,5.270190587525519,2,10.908707880931942,0.3302915611009922,True
quality_filtered_effective_maximin,DH_1_CONTROL,DH,CONTROL,3,True,3.3570689123562167,3,8.192795049571627,0.3393767025343524,True
quality_filtered_effective_maximin,DH_1_MFA,DH,MFA,3,True,3.885441445055122,3,5.815635219124727,0.3804205595298489,False
quality_filtered_effective_maximin,DH_1_MFA_BA,DH,MFA_BA,3,True,5.154156569767619,3,7.96843636329211,0.4997552678621912,False
quality_filtered_effective_maximin,DH_2_CONTROL,DH,CONTROL,1,True,,1,6.691091388914987,0.3205460241541799,True
quality_filtered_effective_maximin,DH_2_MFA,DH,MFA,3,True,4.598120834291009,3,7.252337668386339,0.3723080067615785,True
quality_filtered_effective_maximin,DH_2_MFA_BA,DH,MFA_BA,3,True,4.247463363192699,3,3.5362477993035726,0.4999090943021249,False
quality_filtered_effective_maximin,DH_3_MFA,DH,MFA,3,True,5.0959065361740885,3,7.253402588454307,0.3740550690791425,True
quality_filtered_effective_maximin,DH_3_MFA_BA,DH,MFA_BA,3,True,5.347644486768724,3,3.2804646495665715,0.5000781108994629,False
quality_filtered_effective_maximin,DH_4_MFA,DH,MFA,3,True,3.7531156779009494,3,9.187668870340127,0.38779376180499275,False
quality_filtered_effective_maximin,DH_4_MFA_BA,DH,MFA_BA,3,True,4.896521495555243,3,6.141572305523792,0.5004199233327257,True
quality_filtered_effective_maximin,DH_5_MFA,DH,MFA,3,True,4.897903635272086,3,7.912857210914708,0.37061360068263194,True
quality_filtered_effective_maximin,DH_5_MFA_BA,DH,MFA_BA,3,True,6.033442931675976,3,4.735724021874414,0.5004446299557658,False
quality_filtered_effective_maximin,DH_6_MFA,DH,MFA,3,True,5.67911797312695,3,7.262314749319427,0.3745669877103734,True
quality_filtered_effective_maximin,DH_6_MFA_BA,DH,MFA_BA,3,True,5.152053234792529,3,4.235231021192399,0.5000090733756132,False
quality_filtered_effective_maximin,VH_1_MFA,VH,MFA,2,True,0.7655521258556603,2,5.000064354915664,0.3142716888356191,True
quality_filtered_effective_maximin,VH_1_MFA_BA,VH,MFA_BA,3,True,5.094393570288059,3,3.730916947756416,0.5149831005959578,True
quality_filtered_effective_maximin,VH_2_MFA,VH,MFA,3,True,2.6077504645090817,3,6.591387594724903,0.3297374433416586,True
quality_filtered_effective_maximin,VH_2_MFA_BA,VH,MFA_BA,3,True,3.207746512494258,3,3.4217184340370483,0.5122820389004809,False
quality_filtered_effective_maximin,VH_3_MFA,VH,MFA,3,True,2.4591026724248763,3,7.418056827451669,0.35417110810617275,True
quality_filtered_effective_maximin,VH_3_MFA_BA,VH,MFA_BA,3,True,4.354369301059698,3,3.1038457067494885,0.5129550976988425,False
quality_filtered_effective_maximin,VH_4_MFA,VH,MFA,3,True,3.407032564083057,3,6.056880990293041,0.31354913956254715,True
quality_filtered_effective_maximin,VH_4_MFA_BA,VH,MFA_BA,3,True,3.8732658299256837,3,3.0722436133198734,0.5693179489946657,False
quality_filtered_effective_maximin,VH_5_MFA,VH,MFA,3,True,3.9627694252585797,3,4.5446597310073225,0.3046330343312829,True
quality_filtered_effective_maximin,VH_5_MFA_BA,VH,MFA_BA,3,True,3.88812085833964,3,3.830499118619217,0.5138725068389935,False
quality_filtered_effective_maximin,VH_6_MFA,VH,MFA,3,True,1.5424385566485457,3,3.950658075746654,0.3290038821385284,True
quality_filtered_effective_maximin,VH_6_MFA_BA,VH,MFA_BA,3,True,4.160294692360847,3,4.213279947760889,0.5127879527584732,False
quality_filtered_effective_maximin,VH_7_OG_MFA,VH,MFA,3,True,0.47232509362756336,2,5.214959525917222,0.3462498977501293,True
quality_filtered_effective_maximin,VH_7_OG_MFA_BA,VH,MFA_BA,3,True,4.140248014842561,3,2.182584184644043,0.5010989714777782,True
quality_top_k,1_DH_1_CONTROL,DH,CONTROL,2,True,5.229713110370127,2,11.245689353024174,0.33188536938157687,True
quality_top_k,1_DH_2_CONTROL,DH,CONTROL,3,True,2.122473025223047,3,8.725589545513591,0.32102024961404774,True
quality_top_k,1_VH_1_CONTROL,VH,CONTROL,3,False,0.17532444306561368,2,9.428620092163174,0.3070955185977621,True
quality_top_k,1_VH_2_CONTROL,VH,CONTROL,3,False,0.004185436689807876,2,6.884738072948548,0.3566079821075405,False
quality_top_k,2_DH_1_CONTROL,DH,CONTROL,2,True,3.9144392928359464,2,8.331700656048838,0.33034695057422414,True
quality_top_k,3_DH_1_CONTROL,DH,CONTROL,1,True,,1,15.033451490435638,0.3592629849136366,True
quality_top_k,3_DH_2_CONTROL,DH,CONTROL,2,True,5.270190587525519,2,10.908707880931942,0.3302915611009922,True
quality_top_k,DH_1_CONTROL,DH,CONTROL,3,True,3.3570689123562167,3,8.192795049571627,0.3393767025343524,True
quality_top_k,DH_1_MFA,DH,MFA,3,True,1.7814386555301895,3,10.38153321256897,0.41004209403016784,False
quality_top_k,DH_1_MFA_BA,DH,MFA_BA,3,True,0.0,2,9.092314367172877,0.500191242385422,True
quality_top_k,DH_2_CONTROL,DH,CONTROL,1,True,,1,6.691091388914987,0.3205460241541799,True
quality_top_k,DH_2_MFA,DH,MFA,3,True,2.2954188711848555,3,7.684163439395682,0.39516368120041606,True
quality_top_k,DH_2_MFA_BA,DH,MFA_BA,3,True,0.0,2,4.153878771025137,0.5001935703918043,True
quality_top_k,DH_3_MFA,DH,MFA,3,True,1.7549168707218736,3,5.61943200126105,0.3884285356372837,True
quality_top_k,DH_3_MFA_BA,DH,MFA_BA,3,True,0.0,2,3.1066668707667326,0.500191242385422,False
quality_top_k,DH_4_MFA,DH,MFA,3,True,2.2976850712035475,3,7.714602684232452,0.40387705572154814,True
quality_top_k,DH_4_MFA_BA,DH,MFA_BA,3,True,0.4454774282855928,2,5.989368017160291,0.5009919942300197,True
quality_top_k,DH_5_MFA,DH,MFA,3,True,1.7549168707218736,3,8.367997287343659,0.3884285356372837,True
quality_top_k,DH_5_MFA_BA,DH,MFA_BA,3,True,1.266389245328794,3,5.009989380092802,0.5006090499488575,False
quality_top_k,DH_6_MFA,DH,MFA,3,True,1.7977238022899584,3,5.85040285730679,0.3953529650752389,True
quality_top_k,DH_6_MFA_BA,DH,MFA_BA,3,True,0.0,2,6.099928014629327,0.5001959272508921,True
quality_top_k,VH_1_MFA,VH,MFA,2,True,0.7655521258556603,2,5.000064354915664,0.3142716888356191,True
quality_top_k,VH_1_MFA_BA,VH,MFA_BA,3,True,0.0,2,2.59940771622918,0.5176536787123603,True
quality_top_k,VH_2_MFA,VH,MFA,3,True,2.6077504645090817,3,6.591387594724903,0.3297374433416586,True
quality_top_k,VH_2_MFA_BA,VH,MFA_BA,3,True,0.0,2,4.167843561342071,0.5166228631418978,False
quality_top_k,VH_3_MFA,VH,MFA,3,True,2.4591026724248763,3,7.418056827451669,0.35417110810617275,True
quality_top_k,VH_3_MFA_BA,VH,MFA_BA,3,True,0.0,2,4.414850152748341,0.5160767443595816,False
quality_top_k,VH_4_MFA,VH,MFA,3,True,3.407032564083057,3,6.056880990293042,0.31354913956254715,True
quality_top_k,VH_4_MFA_BA,VH,MFA_BA,3,True,0.0,2,3.2056694807532278,0.6258002061270003,True
quality_top_k,VH_5_MFA,VH,MFA,3,True,3.9627694252585797,3,4.5446597310073225,0.3046330343312829,True
quality_top_k,VH_5_MFA_BA,VH,MFA_BA,3,True,0.0,2,4.877632489381521,0.5166228631418978,False
quality_top_k,VH_6_MFA,VH,MFA,3,True,1.5424385566485457,3,3.950658075746654,0.3290038821385284,True
quality_top_k,VH_6_MFA_BA,VH,MFA_BA,3,True,0.0,2,1.8210426955624894,0.5156176868839156,False
quality_top_k,VH_7_OG_MFA,VH,MFA,3,True,0.47232509362756336,2,5.214959525917222,0.3462498977501293,True
quality_top_k,VH_7_OG_MFA_BA,VH,MFA_BA,3,True,0.0,2,3.2361701146810873,0.502364827093717,True
weighted_effective_novelty_quality,1_DH_1_CONTROL,DH,CONTROL,2,True,5.229713110370127,2,11.245689353024174,0.33188536938157687,True
weighted_effective_novelty_quality,1_DH_2_CONTROL,DH,CONTROL,3,True,2.122473025223047,3,8.725589545513591,0.3210202496140478,True
weighted_effective_novelty_quality,1_VH_1_CONTROL,VH,CONTROL,3,False,0.17532444306561368,2,9.428620092163174,0.3070955185977621,True
weighted_effective_novelty_quality,1_VH_2_CONTROL,VH,CONTROL,3,False,0.625814547255836,3,6.913712285642068,0.3467034362366806,False
weighted_effective_novelty_quality,2_DH_1_CONTROL,DH,CONTROL,2,True,3.9144392928359464,2,8.331700656048838,0.33034695057422414,True
weighted_effective_novelty_quality,3_DH_1_CONTROL,DH,CONTROL,1,True,,1,15.033451490435638,0.3592629849136366,True
weighted_effective_novelty_quality,3_DH_2_CONTROL,DH,CONTROL,2,True,5.270190587525519,2,10.908707880931942,0.3302915611009922,True
weighted_effective_novelty_quality,DH_1_CONTROL,DH,CONTROL,3,True,3.3570689123562167,3,8.192795049571627,0.3393767025343524,True
weighted_effective_novelty_quality,DH_1_MFA,DH,MFA,3,True,4.755360103982531,3,6.493472607403079,0.37364481074925116,False
weighted_effective_novelty_quality,DH_1_MFA_BA,DH,MFA_BA,3,True,5.7889711628163925,3,5.120491611227549,0.4993981796011704,False
weighted_effective_novelty_quality,DH_2_CONTROL,DH,CONTROL,1,True,,1,6.691091388914987,0.3205460241541799,True
weighted_effective_novelty_quality,DH_2_MFA,DH,MFA,3,True,4.598120834291009,3,7.252337668386339,0.3723080067615785,True
weighted_effective_novelty_quality,DH_2_MFA_BA,DH,MFA_BA,3,True,4.902748244199855,3,3.4762432855866923,0.5001058588885873,False
weighted_effective_novelty_quality,DH_3_MFA,DH,MFA,3,True,5.0959065361740885,3,7.253402588454307,0.3740550690791425,True
weighted_effective_novelty_quality,DH_3_MFA_BA,DH,MFA_BA,3,True,5.347644486768724,3,3.2804646495665715,0.5000781108994629,False
weighted_effective_novelty_quality,DH_4_MFA,DH,MFA,3,True,6.037645236641505,3,8.702857461675597,0.37235794491335844,False
weighted_effective_novelty_quality,DH_4_MFA_BA,DH,MFA_BA,3,True,5.9580130431464555,3,6.392619283054521,0.5002113692317577,True
weighted_effective_novelty_quality,DH_5_MFA,DH,MFA,3,True,4.897903635272086,3,7.912857210914708,0.37061360068263194,True
weighted_effective_novelty_quality,DH_5_MFA_BA,DH,MFA_BA,3,True,6.033442931675976,3,4.735724021874414,0.5004446299557658,False
weighted_effective_novelty_quality,DH_6_MFA,DH,MFA,3,True,5.67911797312695,3,7.262314749319427,0.3745669877103734,True
weighted_effective_novelty_quality,DH_6_MFA_BA,DH,MFA_BA,3,True,4.886970255324675,3,4.268423831120857,0.5001161478918809,False
weighted_effective_novelty_quality,VH_1_MFA,VH,MFA,2,True,0.7655521258556603,2,5.000064354915664,0.3142716888356191,True
weighted_effective_novelty_quality,VH_1_MFA_BA,VH,MFA_BA,3,True,6.42055340958792,3,3.707510886321549,0.5111764683810356,True
weighted_effective_novelty_quality,VH_2_MFA,VH,MFA,3,True,2.6077504645090817,3,6.591387594724903,0.3297374433416586,True
weighted_effective_novelty_quality,VH_2_MFA_BA,VH,MFA_BA,3,True,5.347644481576171,3,4.043149600611683,0.5106149624999977,False
weighted_effective_novelty_quality,VH_3_MFA,VH,MFA,3,True,2.4591026724248763,3,7.418056827451669,0.35417110810617275,True
weighted_effective_novelty_quality,VH_3_MFA_BA,VH,MFA_BA,3,True,5.288817255085004,3,3.0615200171330437,0.5008995644229377,False
weighted_effective_novelty_quality,VH_4_MFA,VH,MFA,3,True,3.407032564083057,3,6.056880990293041,0.31354913956254715,True
weighted_effective_novelty_quality,VH_4_MFA_BA,VH,MFA_BA,3,True,4.678790231938237,3,3.9002040518018117,0.5649689791478365,False
weighted_effective_novelty_quality,VH_5_MFA,VH,MFA,3,True,3.9627694252585797,3,4.5446597310073225,0.3046330343312829,True
weighted_effective_novelty_quality,VH_5_MFA_BA,VH,MFA_BA,3,True,5.347644481576171,3,4.262395473315777,0.5106149624999977,False
weighted_effective_novelty_quality,VH_6_MFA,VH,MFA,3,True,1.5424385566485457,3,3.950658075746654,0.3290038821385284,True
weighted_effective_novelty_quality,VH_6_MFA_BA,VH,MFA_BA,3,True,4.0912081873976325,3,2.715060884559652,0.5128417394191153,False
weighted_effective_novelty_quality,VH_7_OG_MFA,VH,MFA,3,True,0.47232509362756336,2,5.214959525917222,0.3462498977501293,True
weighted_effective_novelty_quality,VH_7_OG_MFA_BA,VH,MFA_BA,3,True,5.347644486768724,3,3.6181159029842784,0.49874993288884895,True
