condition,region,sweep,feature,n_total_rows,n_non_missing,missing_rate,median,q1,q3,iqr,acceptable_lower,acceptable_upper,threshold_scope,reliability_weight
MFA,DH,5,undershoot_magnitude_mV,6,6,0.0,1.2296520000000015,0.046906999999999144,2.7224560000000153,2.675549000000016,-3.966416500000025,6.7357795000000396,region_specific,1.0
MFA,DH,6,decay_slope_mV_per_s,6,6,0.0,12.516737779961645,7.7904881466229625,13.24359674682545,5.453108600202487,-0.38917475368076815,21.42325964712918,region_specific,1.0
MFA,DH,6,decay_tau_s,6,6,0.0,0.6275000000000013,0.577,1.101750000000001,0.5247500000000009,-0.21012500000000145,1.8888750000000023,region_specific,1.0
MFA,DH,6,peak_depolarization_mV,6,6,0.0,30.474022,26.053303999999997,33.871887000000015,7.818583000000018,14.32542949999997,45.59976150000004,region_specific,1.0
MFA,DH,6,plateau_slope_mV_per_s,6,6,0.0,0.13215875867979648,0.00669201255044552,0.21405509052406316,0.20736307797361764,-0.3043526044099809,0.5250997074844896,region_specific,1.0
MFA,DH,6,return_slope_mV_per_s,6,6,0.0,0.025163444061584404,-0.10065599927001993,0.039473132516191674,0.1401291317862116,-0.31084969694933734,0.2496668301955091,region_specific,1.0
MFA,DH,6,rise_slope_mV_per_s,6,6,0.0,17.674175393097816,13.064381686747014,21.961644030778128,8.897262344031114,-0.28151182929965834,35.307537546824804,region_specific,0.9722222222222222
MFA,DH,6,rise_tau_s,6,6,0.0,0.4125000000000014,0.35049999999999937,0.59375,0.24325000000000063,-0.014375000000001581,0.958625000000001,region_specific,1.0
MFA,DH,6,undershoot_magnitude_mV,6,6,0.0,0.8212240000000008,0.14256900000000172,1.879076000000003,1.7365070000000014,-2.4621915000000003,4.483836500000005,region_specific,1.0
MFA,VH,1,decay_slope_mV_per_s,7,7,0.0,3.1545079700848278,2.4957870966003695,4.2324168981534225,1.736629801553053,-0.10915760572921007,6.837361600483002,region_specific,1.0
MFA,VH,1,decay_tau_s,7,7,0.0,0.7250000000000014,0.5614999999999988,0.8135000000000012,0.25200000000000244,0.1834999999999951,1.1915000000000049,region_specific,1.0
MFA,VH,1,peak_depolarization_mV,7,7,0.0,6.001100000000008,5.713968399999992,6.478249999999996,0.7642816000000039,4.567545999999986,7.6246724000000015,region_specific,1.0
